,Tree Name,Girth (m),Height (m)
3430,NEEM,0.45,8.00
3431,NEEM,0.48,8.00
3432,NEEM,0.90,8.00
3433,NEEM,0.65,7.00
3434,NEEM,0.67,7.00
3435,NEEM,0.65,7.00
3436,NEEM,0.75,7.00
3437,NEEM,0.78,7.00
3438,NEEM,0.65,7.00
3439,NEEM,0.64,6.00
3440,NEEM,0.43,6.00
3441,NEEM,0.45,6.00
3442,NEEM,0.45,6.00
3443,NEEM,0.48,6.00
3444,NEEM,0.65,6.00
3445,NEEM,0.67,6.00
3446,NEEM,0.90,6.00
3447,NEEM,0.65,6.00
3448,NEEM,1.59,12.00
3449,NEEM,0.65,6.00
3450,NEEM,0.67,6.00
3451,NEEM,0.45,6.00
3452,NEEM,0.48,6.00
3453,NEEM,0.45,6.00
3454,NEEM,0.46,6.00
3455,NEEM,0.48,6.00
3456,NEEM,0.45,6.00
3457,NEEM,0.48,6.00
3458,NEEM,0.47,6.00
3459,NEEM,1.02,8.00
3460,NEEM,0.45,6.00
3461,NEEM,0.48,6.00
3462,NEEM,0.45,6.00
3463,NEEM,0.65,6.00
3464,NEEM,0.63,6.00
3465,NEEM,0.67,6.00
3466,NEEM,0.45,6.00
3467,NEEM,0.49,6.00
3468,NEEM,0.45,6.00
3469,NEEM,1.05,8.00
3470,NEEM,0.90,8.00
3471,NEEM,3.60,12.00
3472,NEEM,0.35,6.00
3473,NEEM,0.38,6.00
3474,NEEM,0.45,6.00
3475,NEEM,0.49,6.00
3476,NEEM,0.58,6.00
3477,NEEM,0.45,6.00
3478,NEEM,0.65,6.00
3479,NEEM,0.65,6.00
3480,NEEM,0.68,6.00
3481,NEEM,0.75,6.00
3482,NEEM,0.65,6.00
3483,NEEM,0.45,6.00
3484,NEEM,0.45,6.00
3485,NEEM,0.65,6.00
3486,NEEM,0.67,6.00
3487,NEEM,0.75,6.00
3488,NEEM,0.85,6.00
3489,NEEM,0.85,6.00
3490,NEEM,0.48,6.00
3491,NEEM,0.45,6.00
3492,NEEM,0.46,6.00
3493,NEEM,0.45,6.00
3494,NEEM,0.45,6.00
3495,NEEM,0.48,6.00
3496,NEEM,0.45,6.00
3497,NEEM,0.65,6.00
3498,NEEM,0.68,6.00
3499,NEEM,0.64,6.00
3500,NEEM,0.45,6.00
3501,NEEM,0.48,6.00
3502,NEEM,0.45,6.00
3503,NEEM,0.65,6.00
3504,NEEM,0.56,6.00
3505,NEEM,0.57,6.00
3506,NEEM,0.45,6.00
3507,NEEM,0.43,6.00
3508,NEEM,1.03,10.00
3509,NEEM,0.65,6.00
3510,NEEM,0.45,6.00
3511,NEEM,0.45,6.00
3512,NEEM,0.60,6.00
3513,NEEM,0.46,6.00
3514,NEEM,0.59,6.00
3515,NEEM,0.55,6.00
3516,NEEM,0.52,6.00
3517,NEEM,0.58,6.00
3518,NEEM,0.68,6.00
3519,NEEM,0.63,6.00
3520,NEEM,1.02,10.00
3521,NEEM,0.68,6.00
3522,NEEM,1.54,10.00
3523,NEEM,1.15,10.00
3524,NEEM,0.98,10.00
3525,NEEM,0.95,10.00
3526,NEEM,0.64,6.00
3527,NEEM,0.69,6.00
3528,NEEM,0.48,6.00
3529,NEEM,0.76,6.00
3530,NEEM,0.45,6.00
3531,NEEM,1.04,10.00
3532,NEEM,1.56,10.00
3533,NEEM,0.63,6.00
3534,NEEM,0.68,6.00
3535,NEEM,0.69,6.00
3536,NEEM,0.64,6.00
3537,NEEM,0.65,6.00
3538,NEEM,0.75,6.00
3539,NEEM,0.78,6.00
3540,NEEM,0.63,6.00
3541,NEEM,0.48,6.00
3542,NEEM,0.86,6.00
3543,NEEM,0.75,6.00
3544,NEEM,0.85,6.00
3545,NEEM,0.86,6.00
3546,NEEM,0.82,6.00
3547,NEEM,0.42,6.00
3548,NEEM,0.43,6.00
3549,NEEM,0.45,6.00
3550,NEEM,0.44,6.00
3551,NEEM,1.56,10.00
3552,NEEM,0.97,10.00
3553,NEEM,0.86,10.00
3554,NEEM,0.75,10.00
3555,NEEM,0.45,6.00
3556,NEEM,0.49,6.00
3557,NEEM,0.53,6.00
3558,NEEM,0.57,6.00
3559,NEEM,0.61,6.00
3560,NEEM,0.65,6.00
3561,NEEM,0.45,6.00
3562,NEEM,0.49,6.00
3563,NEEM,0.53,6.00
3564,NEEM,0.57,6.00
3565,NEEM,0.61,6.00
3566,NEEM,0.45,6.00
3567,NEEM,0.49,6.00
3568,NEEM,0.57,6.00
3569,NEEM,0.61,6.00
3570,NEEM,0.65,6.00
3571,NEEM,0.46,6.00
3572,NEEM,0.92,6.00
3573,NEEM,0.76,6.00
3574,NEEM,0.86,6.00
3575,NEEM,0.85,6.00
3576,NEEM,0.86,6.00
3577,NEEM,0.84,6.00
3578,NEEM,0.75,6.00
3579,NEEM,0.79,6.00
3580,NEEM,0.46,6.00
3581,NEEM,0.61,6.00
3582,NEEM,0.76,6.00
3583,NEEM,0.86,6.00
3584,NEEM,0.85,6.00
3585,NEEM,0.86,6.00
3586,NEEM,0.66,6.00
3587,NEEM,0.76,6.00
3588,NEEM,0.78,6.00
3589,NEEM,0.65,6.00
3590,NEEM,0.66,6.00
3591,NEEM,0.76,6.00
3592,NEEM,0.78,6.00
3593,NEEM,0.48,6.00
3594,NEEM,0.68,6.00
3595,NEEM,0.68,6.00
3596,NEEM,0.66,6.00
3597,NEEM,0.76,6.00
3598,NEEM,0.78,6.00
3599,NEEM,0.65,6.00
3600,NEEM,0.66,6.00
3601,NEEM,0.68,6.00
3602,NEEM,0.35,3.00
3603,NEEM,1.22,8.00
3604,NEEM,0.88,8.00
3605,NEEM,0.82,6.00
3606,NEEM,0.64,6.00
3607,NEEM,0.62,6.00
3608,NEEM,1.04,8.00
3609,NEEM,2.08,8.00
3610,NEEM,0.62,8.00
3611,NEEM,1.22,8.00
3612,NEEM,0.92,8.00
3613,NEEM,1.12,8.00
3614,NEEM,1.08,8.00
3615,NEEM,1.02,8.00
3616,NEEM,0.82,8.00
3617,NEEM,0.52,8.00
3618,NEEM,1.08,8.00
3619,NEEM,0.82,8.00
3620,NEEM,1.02,8.00
3621,NEEM,1.04,8.00
3622,NEEM,0.72,8.00
3623,NEEM,0.54,8.00
3624,NEEM,0.92,8.00
3625,NEEM,0.52,4.00
3626,NEEM,0.45,4.00
3627,NEEM,0.42,8.00
3628,NEEM,1.21,8.00
3629,NEEM,0.92,6.00
3630,NEEM,1.82,6.00
3631,NEEM,0.62,6.00
3632,NEEM,0.62,6.00
3633,NEEM,0.64,6.00
3634,NEEM,0.48,6.00
3635,NEEM,0.44,6.00
3636,NEEM,0.44,8.00
3637,NEEM,1.02,8.00
3638,NEEM,0.52,6.00
3639,NEEM,1.26,6.00
3640,NEEM,0.42,7.00
3641,NEEM,0.66,7.00
3642,NEEM,0.42,7.00
3643,NEEM,0.82,7.00
3644,NEEM,0.76,7.00
3645,NEEM,0.75,7.00
3646,NEEM,0.31,7.00
3647,NEEM,0.58,7.00
3648,NEEM,0.89,7.00
3649,NEEM,0.72,7.00
3650,NEEM,0.59,7.00
3651,NEEM,1.12,8.00
3652,NEEM,0.98,8.00
3653,NEEM,0.82,8.00
3654,NEEM,0.86,8.00
3655,NEEM,0.76,8.00
3656,NEEM,1.23,8.00
3657,NEEM,0.52,4.00
3658,NEEM,2.12,10.00
3659,NEEM,1.39,10.00
3660,NEEM,0.42,5.00
3661,NEEM,0.92,8.00
3662,NEEM,1.16,10.00
3663,NEEM,1.52,10.00
3664,NEEM,0.62,6.00
3665,NEEM,0.92,10.00
3666,NEEM,1.14,10.00
3667,NEEM,1.20,11.00
3668,NEEM,0.90,10.00
3669,NEEM,1.56,12.00
3670,NEEM,1.92,12.00
3671,NEEM,2.62,12.00
3672,NEEM,0.62,8.00
3673,NEEM,0.89,8.00
3674,NEEM,0.62,8.00
3675,NEEM,0.38,6.00
3676,NEEM,1.21,10.00
3677,NEEM,1.02,10.00
3678,NEEM,0.32,5.00
3679,NEEM,0.89,8.00
3680,NEEM,0.82,8.00
3681,NEEM,0.38,5.00
3682,NEEM,0.95,8.00
3683,NEEM,0.82,8.00
3684,NEEM,1.38,10.00
3685,NEEM,0.62,5.00
3686,NEEM,0.48,5.00
3687,NEEM,1.21,10.00
3688,NEEM,1.45,10.00
3689,NEEM,0.82,8.00
3690,NEEM,1.21,10.00
3691,NEEM,1.42,10.00
3692,NEEM,1.03,10.00
3693,NEEM,0.89,6.00
3694,NEEM,1.25,10.00
3695,NEEM,0.82,8.00
3696,NEEM,0.89,8.00
3697,NEEM,0.62,5.00
3698,NEEM,1.12,10.00
3699,NEEM,0.59,6.00
3700,NEEM,0.89,7.00
3701,NEEM,0.62,6.00
3702,NEEM,0.89,8.00
3703,NEEM,0.82,8.00
3704,NEEM,0.86,8.00
3705,NEEM,1.26,10.00
3706,NEEM,2.14,10.00
3707,NEEM,1.01,10.00
3708,NEEM,1.08,10.00
3709,NEEM,0.82,8.00
3710,NEEM,1.12,10.00
3711,NEEM,1.34,10.00
3712,NEEM,1.02,11.00
3713,NEEM,1.58,12.00
3714,NEEM,0.62,6.00
3715,NEEM,0.68,6.00
3716,NEEM,1.02,10.00
3717,NEEM,0.98,6.00
3718,NEEM,1.22,10.00
3719,NEEM,0.45,5.00
3720,NEEM,0.41,5.00
3721,NEEM,1.08,10.00
3722,NEEM,0.52,6.00
3723,NEEM,0.82,6.00
3724,NEEM,1.08,10.00
3725,NEEM,1.12,10.00
3726,NEEM,0.45,6.00
3727,NEEM,1.25,6.00
3728,NEEM,0.86,6.00
3729,NEEM,0.90,6.00
3730,NEEM,0.82,6.00
3731,NEEM,0.82,6.00
3732,NEEM,1.42,10.00
3733,NEEM,0.84,7.00
3734,NEEM,0.98,10.00
3735,NEEM,1.12,10.00
3736,NEEM,0.86,6.00
3737,NEEM,0.42,6.00
3738,NEEM,0.98,6.00
3739,NEEM,1.82,10.00
3740,NEEM,0.41,6.00
3741,NEEM,0.84,6.00
3742,NEEM,1.34,11.00
3743,NEEM,1.22,10.00
3744,NEEM,1.28,8.00
3745,NEEM,0.42,8.00
3746,NEEM,1.08,8.00
3747,NEEM,1.12,8.00
3748,NEEM,0.88,8.00
3749,NEEM,1.04,8.00
3750,NEEM,2.82,10.00
3751,NEEM,0.58,6.00
3752,NEEM,0.72,6.00
3753,NEEM,0.82,6.00
3754,NEEM,1.24,8.00
3755,NEEM,0.68,8.00
3756,NEEM,2.06,10.00
3757,NEEM,0.96,10.00
3758,NEEM,0.98,10.00
3759,NEEM,0.62,6.00
3760,NEEM,1.89,10.00
3761,NEEM,1.62,6.00
3762,NEEM,0.62,6.00
3763,NEEM,0.92,6.00
3764,NEEM,0.63,6.00
3765,NEEM,1.45,10.00
3766,NEEM,1.42,12.00
3767,NEEM,0.74,9.00
3768,NEEM,1.20,9.00
3769,NEEM,1.02,9.00
3770,NEEM,1.53,9.00
3771,NEEM,1.86,9.00
3772,NEEM,0.63,6.00
3773,NEEM,0.84,6.00
3774,NEEM,1.23,10.00
3775,NEEM,1.89,10.00
3776,NEEM,1.21,10.00
3777,NEEM,0.89,10.00
3778,NEEM,1.12,10.00
3779,NEEM,1.02,10.00
3780,NEEM,2.04,10.00
3781,NEEM,1.40,10.00
3782,NEEM,0.89,9.00
3783,NEEM,1.02,10.00
3784,NEEM,0.88,10.00
3785,NEEM,0.98,10.00
3786,NEEM,0.96,10.00
3787,NEEM,1.36,10.00
3788,NEEM,0.82,10.00
3789,NEEM,1.20,4.00
3790,NEEM,1.24,8.00
3791,NEEM,1.21,10.00
3792,NEEM,0.98,6.00
3793,NEEM,0.89,10.00
3794,NEEM,1.20,6.00
3795,NEEM,1.89,10.00
3796,NEEM,2.58,10.00
3797,NEEM,1.86,10.00
3798,NEEM,0.82,6.00
3799,NEEM,1.02,10.00
3800,NEEM,1.58,10.00
3801,NEEM,1.25,10.00
3802,NEEM,1.28,10.00
3803,NEEM,1.48,10.00
3804,NEEM,1.28,10.00
3805,NEEM,0.89,8.00
3806,NEEM,1.28,8.00
3807,NEEM,1.58,8.00
3808,NEEM,0.92,8.00
3809,NEEM,0.88,8.00
3810,NEEM,0.64,8.00
3811,NEEM,1.02,10.00
3812,NEEM,0.88,10.00
3813,NEEM,0.82,10.00
3814,NEEM,0.43,6.00
3815,NEEM,0.82,6.00
3816,NEEM,0.89,6.00
3817,NEEM,0.81,6.00
3818,NEEM,0.85,6.00
3819,NEEM,0.58,6.00
3820,NEEM,0.89,6.00
3821,NEEM,0.42,6.00
3822,NEEM,1.34,6.00
3823,NEEM,1.20,6.00
3824,NEEM,0.46,4.00
3825,NEEM,0.91,4.00
3826,NEEM,0.65,3.00
3827,NEEM,1.01,5.00
3828,NEEM,0.42,3.00
3829,NEEM,0.90,4.00
3830,NEEM,0.93,5.00
3831,NEEM,0.47,3.00
3832,NEEM,0.45,4.00
3833,NEEM,0.65,4.00
3834,NEEM,0.66,4.00
3835,NEEM,1.01,6.00
3836,NEEM,0.37,3.00
3837,NEEM,0.45,3.00
3838,NEEM,0.65,4.00
3839,NEEM,1.02,5.00
3840,NEEM,0.36,3.00
3841,NEEM,0.45,3.00
3842,NEEM,0.47,3.00
3843,NEEM,0.46,3.00
3844,NEEM,1.02,6.00
3845,NEEM,1.03,7.00
3846,NEEM,0.36,3.00
3847,NEEM,0.67,5.00
3848,NEEM,0.65,6.00
3849,NEEM,0.65,5.00
3850,NEEM,0.65,5.00
3851,NEEM,1.45,5.00
3852,NEEM,0.36,5.00
3853,NEEM,0.42,5.00
3854,NEEM,0.66,5.00
3855,NEEM,1.02,7.00
3856,NEEM,0.36,7.00
3857,NEEM,0.66,5.00
3858,NEEM,1.03,5.00
3859,NEEM,1.04,5.00
3860,NEEM,0.45,5.00
3861,NEEM,0.35,5.00
3862,NEEM,0.47,5.00
3863,NEEM,0.46,5.00
3864,NEEM,0.72,3.00
3865,NEEM,0.45,9.00
3866,NEEM,0.36,9.00
3867,NEEM,0.46,5.00
3868,NEEM,0.68,5.00
3869,NEEM,0.45,5.00
3870,NEEM,0.65,5.00
3871,NEEM,0.45,5.00
3872,NEEM,0.35,5.00
3873,NEEM,2.08,5.00
3874,NEEM,1.02,5.00
3875,NEEM,1.03,5.00
3876,NEEM,1.21,5.00
3877,NEEM,0.96,5.00
3878,NEEM,0.46,5.00
3879,NEEM,0.91,7.00
3880,NEEM,0.92,7.00
3881,NEEM,0.45,6.00
3882,NEEM,0.98,7.00
3883,NEEM,0.38,6.00
3884,NEEM,0.66,6.00
3885,NEEM,1.01,4.00
3886,NEEM,0.62,3.00
3887,NEEM,0.31,3.00
3888,NEEM,0.60,3.00
3889,NEEM,0.72,3.00
3890,NEEM,0.31,3.00
3891,NEEM,1.22,3.00
3892,Neem,0.60,8.00
3893,NEEM,1.00,4.00
3894,NEEM,0.51,3.00
3895,NEEM,0.60,3.00
3896,NEEM,0.71,3.00
3897,NEEM,0.49,3.00
3898,NEEM,0.61,3.00
3899,NEEM,0.69,3.00
3900,NEEM,0.61,3.00
3901,NEEM,0.71,3.00
3902,NEEM,0.50,3.00
3903,NEEM,0.63,3.00
3904,NEEM,0.71,3.00
3905,NEEM,0.66,3.00
3906,NEEM,0.67,3.00
3907,NEEM,0.68,3.00
3908,NEEM,0.69,3.00
3909,NEEM,0.51,3.00
3910,NEEM,0.58,3.00
3911,NEEM,0.41,3.00
3912,NEEM,0.41,3.00
3913,NEEM,0.73,3.00
3914,NEEM,0.71,3.00
3915,NEEM,1.04,4.00
3916,NEEM,2.22,4.00
3917,NEEM,0.53,2.00
3918,NEEM,0.62,3.00
3919,NEEM,0.81,3.00
3920,NEEM,0.41,3.00
3921,NEEM,0.80,3.00
3922,NEEM,2.01,4.00
3923,NEEM,0.48,3.00
3924,NEEM,0.82,4.00
3925,NEEM,0.80,5.00
3926,NEEM,1.01,4.00
3927,NEEM,1.33,4.00
3928,NEEM,0.40,3.00
3929,NEEM,0.41,3.00
3930,NEEM,1.03,2.00
3931,NEEM,0.39,2.00
3932,NEEM,0.40,3.00
3933,NEEM,1.71,4.00
3934,NEEM,1.03,4.00
3935,NEEM,0.40,3.00
3936,NEEM,0.70,3.00
3937,NEEM,0.52,2.00
3938,NEEM,1.06,3.00
3939,NEEM,0.40,3.00
3940,NEEM,2.01,5.00
3941,NEEM,1.20,4.00
3942,NEEM,1.06,4.00
3943,NEEM,1.01,4.00
3944,NEEM,0.52,2.00
3945,NEEM,0.80,4.00
3946,NEEM,0.81,3.00
3947,NEEM,0.83,4.00
3948,NEEM,0.70,4.00
3949,NEEM,0.79,4.00
3950,NEEM,0.48,3.00
3951,NEEM,1.00,3.00
3952,NEEM,0.29,2.00
3953,NEEM,0.31,2.00
3954,NEEM,0.69,4.00
3955,NEEM,1.79,4.00
3956,NEEM,0.80,3.00
3957,NEEM,0.89,3.00
3958,NEEM,0.48,3.00
3959,NEEM,0.60,3.00
3960,NEEM,1.21,3.00
3961,NEEM,0.69,3.00
3962,NEEM,0.81,3.00
3963,NEEM,0.90,3.00
3964,NEEM,0.87,4.00
3965,NEEM,0.71,3.00
3966,NEEM,0.50,15.00
3967,NEEM,0.40,3.00
3968,NEEM,0.30,3.00
3969,NEEM,0.80,3.00
3970,NEEM,0.90,3.00
3971,NEEM,0.60,3.00
3972,NEEM,0.60,3.00
3973,NEEM,0.81,3.00
3974,NEEM,0.50,3.00
3975,NEEM,0.89,3.00
3976,NEEM,1.31,4.00
3977,NEEM,1.49,4.00
3978,NEEM,0.89,5.00
3979,NEEM,0.48,5.00
3980,NEEM,0.49,2.00
3981,NEEM,1.99,5.00
3982,NEEM,0.97,4.00
3983,NEEM,0.99,5.00
3984,NEEM,0.39,3.00
3985,NEEM,0.28,3.00
3986,NEEM,0.29,3.00
3987,NEEM,0.39,3.00
3988,NEEM,0.60,3.00
3989,NEEM,0.49,3.00
3990,NEEM,0.50,15.00
3991,NEEM,1.01,4.00
3992,NEEM,0.43,3.00
3993,NEEM,1.00,4.00
3994,NEEM,0.99,4.00
3995,NEEM,1.00,4.00
3996,NEEM,1.01,4.00
3997,NEEM,0.48,3.00
3998,NEEM,2.00,4.00
3999,NEEM,1.99,4.00
4000,NEEM,2.00,4.00
4001,NEEM,0.11,3.00
4002,NEEM,2.00,4.00
4003,NEEM,1.00,4.00
4004,NEEM,0.39,3.00
4005,NEEM,0.41,3.00
4006,NEEM,0.40,3.00
4007,NEEM,0.29,3.00
4008,NEEM,1.02,4.00
4009,NEEM,1.00,4.00
4010,NEEM,1.03,4.00
4011,NEEM,1.01,4.00
4012,NEEM,1.01,4.00
4013,NEEM,1.00,4.00
4014,NEEM,0.63,3.00
4015,NEEM,0.57,3.00
4016,NEEM,0.79,3.00
4017,NEEM,0.89,3.00
4018,NEEM,1.02,4.00
4019,NEEM,0.85,3.00
4020,NEEM,0.28,3.00
4021,NEEM,0.38,3.00
4022,NEEM,0.88,3.00
4023,NEEM,1.04,4.00
4024,NEEM,0.51,3.00
4025,NEEM,0.36,3.00
4026,NEEM,0.31,3.00
4027,NEEM,1.99,4.00
4028,NEEM,0.41,3.00
4029,NEEM,0.68,7.00
4030,NEEM,2.58,7.00
4031,NEEM,0.62,6.00
4032,NEEM,0.90,8.00
4033,NEEM,1.22,5.00
4034,NEEM,0.98,6.00
4035,NEEM,0.68,6.00
4036,NEEM,1.02,6.00
4037,NEEM,0.75,6.00
4038,NEEM,0.86,6.00
4039,NEEM,0.92,6.00
4040,NEEM,0.62,6.00
4041,NEEM,0.42,5.00
4042,NEEM,1.56,8.00
4043,NEEM,1.43,8.00
4044,NEEM,2.82,8.00
4045,NEEM,1.12,6.00
4046,NEEM,2.58,8.00
4047,NEEM,0.96,7.00
4048,NEEM,2.06,7.00
4049,NEEM,0.36,6.00
4050,NEEM,0.78,6.00
4051,NEEM,0.98,6.00
4052,NEEM,1.12,4.00
4053,NEEM,1.20,6.00
4054,NEEM,0.72,6.00
4055,NEEM,1.12,7.00
4056,NEEM,0.82,7.00
4057,NEEM,2.26,7.00
4058,NEEM,0.96,7.00
4059,NEEM,1.52,6.00
4060,NEEM,1.58,6.00
4061,NEEM,1.68,5.00
4062,NEEM,0.80,6.00
4063,NEEM,1.04,6.00
4064,NEEM,0.82,6.00
4065,NEEM,0.80,6.00
4066,NEEM,1.02,6.00
4067,NEEM,0.54,4.00
4068,NEEM,0.46,4.00
4069,NEEM,0.86,5.00
4070,NEEM,1.34,6.00
4071,NEEM,1.02,9.00
4072,NEEM,0.70,4.00
4073,NEEM,0.45,4.00
4074,NEEM,0.46,4.00
4075,NEEM,0.95,6.00
4076,NEEM,1.45,8.00
4077,NEEM,0.98,5.00
4078,NEEM,0.63,5.00
4079,NEEM,0.42,5.00
4080,NEEM,0.72,5.00
4081,NEEM,0.65,5.00
4082,NEEM,1.02,5.00
4083,NEEM,0.92,5.00
4084,NEEM,0.62,5.00
4085,NEEM,0.72,5.00
4086,NEEM,0.65,5.00
4087,NEEM,0.90,5.00
4088,NEEM,0.63,5.00
4089,NEEM,0.46,5.00
4090,NEEM,0.36,5.00
4091,NEEM,0.46,4.00
4092,NEEM,0.56,4.00
4093,NEEM,0.66,4.00
4094,NEEM,0.46,4.00
4095,NEEM,0.62,4.00
4096,NEEM,0.41,4.00
4097,NEEM,0.65,4.00
4098,NEEM,0.36,4.00
4099,NEEM,0.42,4.00
4100,NEEM,0.36,4.00
4101,NEEM,0.48,4.00
4102,NEEM,0.65,4.00
4103,NEEM,1.02,6.00
4104,NEEM,0.46,5.00
4105,NEEM,1.24,6.00
4106,NEEM,1.72,6.00
4107,NEEM,0.52,4.00
4108,NEEM,1.38,7.00
4109,NEEM,0.72,5.00
4110,NEEM,1.02,6.00
4111,NEEM,1.56,6.00
4112,NEEM,1.32,5.00
4113,NEEM,0.32,3.00
4114,NEEM,0.42,4.00
4115,NEEM,0.36,4.00
4116,NEEM,0.98,5.00
4117,NEEM,0.42,3.00
4118,NEEM,0.45,3.00
4119,NEEM,0.42,3.00
4120,NEEM,0.44,3.00
4121,NEEM,0.52,3.00
4122,NEEM,0.62,3.00
4123,NEEM,1.08,6.00
4124,NEEM,0.94,5.00
4125,NEEM,1.16,5.00
4126,NEEM,0.98,6.00
4127,NEEM,0.54,6.00
4128,NEEM,0.44,6.00
4129,NEEM,1.22,6.00
4130,NEEM,1.24,7.00
4131,NEEM,1.28,7.00
4132,NEEM,0.46,4.00
4133,NEEM,0.98,5.00
4134,NEEM,0.98,5.00
4135,NEEM,1.08,5.00
4136,NEEM,0.88,4.00
4137,NEEM,1.14,7.00
4138,NEEM,0.56,4.00
4139,NEEM,0.74,6.00
4140,NEEM,1.05,6.00
4141,NEEM,0.46,4.00
4142,NEEM,0.71,5.00
4143,NEEM,0.92,5.00
4144,NEEM,1.04,5.00
4145,NEEM,1.65,3.00
4146,NEEM,0.45,3.00
4147,NEEM,0.90,3.00
4148,NEEM,0.72,3.00
4149,NEEM,0.45,3.00
4150,NEEM,0.35,3.00
4151,NEEM,2.00,8.00
4152,NEEM,0.36,3.00
4153,NEEM,0.82,8.00
4154,NEEM,1.02,8.00
4155,NEEM,0.56,4.00
4156,NEEM,1.52,8.00
4157,NEEM,1.26,8.00
4158,NEEM,3.02,10.00
4159,NEEM,0.62,5.00
4160,NEEM,0.87,5.00
4161,NEEM,0.56,4.00
4162,NEEM,0.84,4.00
4163,NEEM,0.45,4.00
4164,NEEM,0.88,10.00
4165,NEEM,0.96,10.00
4166,NEEM,0.96,10.00
4167,NEEM,1.32,10.00
4168,NEEM,1.32,10.00
4169,NEEM,1.04,4.00
4170,NEEM,0.86,4.00
4171,NEEM,0.98,4.00
4172,NEEM,0.84,4.00
4173,NEEM,1.04,4.00
4174,NEEM,0.93,4.00
4175,NEEM,0.98,4.00
4176,NEEM,0.42,3.00
4177,NEEM,0.72,4.00
4178,NEEM,0.42,4.00
4179,NEEM,0.56,4.00
4180,NEEM,0.86,4.00
4181,NEEM,0.84,4.00
4182,NEEM,0.45,4.00
4183,NEEM,0.52,4.00
4184,NEEM,0.78,4.00
4185,NEEM,0.65,4.00
4186,NEEM,1.05,6.00
4187,NEEM,2.56,9.00
4188,NEEM,1.12,5.00
4189,NEEM,0.76,5.00
4190,NEEM,0.86,5.00
4191,NEEM,0.68,5.00
4192,NIL,NIL,NIL
4193,NIL,NIL,NIL
4194,NIL,NIL,NIL
4195,NIL,NIL,NIL
4196,NIL,NIL,NIL
4197,NIL,NIL,NIL
4198,NIL,NIL,NIL
4199,NIL,NIL,NIL
4200,NIL,NIL,NIL
4201,NIL,NIL,NIL
4202,OTHER,3.52,11.00
4203,OTHER,2.54,9.00
4204,OTHER,1.12,9.00
4205,OTHER,1.45,10.00
4206,OTHER,3.04,7.00
4207,OTHER,0.84,7.00
4208,OTHER,0.84,5.00
4209,OTHER,1.24,10.00
4210,OTHER,1.49,7.00
4211,OTHER,0.84,7.00
4212,OTHER,0.94,7.00
4213,OTHER,1.38,4.00
4214,OTHER,1.04,4.00
4215,OTHER,0.52,4.00
4216,OTHER,1.42,4.00
4217,OTHER,1.04,6.00
4218,OTHER,0.62,6.00
4219,OTHER,1.28,6.00
4220,OTHER,0.64,6.00
4221,OTHER,0.85,6.00
4222,OTHER,0.32,8.00
4223,OTHER,1.04,8.00
4224,OTHER,0.82,8.00
4225,OTHER,0.62,8.00
4226,OTHER,1.24,8.00
4227,OTHER,0.68,8.00
4228,OTHER,0.82,8.00
4229,OTHER,1.94,8.00
4230,OTHER,1.01,10.00
4231,OTHER,0.72,10.00
4232,OTHER,1.14,1.00
4233,OTHER,0.62,10.00
4234,OTHER,0.82,10.00
4235,OTHER,1.45,10.00
4236,OTHER,0.88,6.00
4237,OTHER,1.04,6.00
4238,OTHER,0.90,5.00
4239,OTHER,0.92,5.00
4240,OTHER,0.65,5.00
4241,OTHER,0.67,5.00
4242,OTHER,0.85,7.00
4243,OTHER,0.47,6.00
4244,OTHER,0.75,6.00
4245,OTHER,0.78,6.00
4246,OTHER,0.48,5.00
4247,OTHER,0.90,6.00
4248,OTHER,0.75,6.00
4249,OTHER,0.92,7.00
4250,OTHER,0.94,7.00
4251,OTHER,0.85,6.00
4252,OTHER,0.86,6.00
4253,OTHER,0.45,5.00
4254,OTHER,0.98,6.00
4255,OTHER,0.91,7.00
4256,OTHER,0.68,5.00
4257,OTHER,0.65,6.00
4258,OTHER,0.85,6.00
4259,OTHER,0.86,6.00
4260,OTHER,0.65,6.00
4261,OTHER,0.64,6.00
4262,OTHER,0.65,6.00
4263,OTHER,0.75,6.00
4264,OTHER,0.47,6.00
4265,OTHER,1.23,6.00
4266,OTHER,1.25,6.00
4267,OTHER,0.86,6.00
4268,OTHER,1.65,6.00
4269,OTHER,1.65,6.00
4270,OTHER,0.65,6.00
4271,OTHER,0.65,6.00
4272,OTHER,0.65,6.00
4273,OTHER,0.86,6.00
4274,OTHER,0.85,6.00
4275,OTHER,0.68,6.00
4276,OTHER,0.68,6.00
4277,OTHER,0.67,6.00
4278,OTHER,2.52,6.00
4279,OTHER,0.89,6.00
4280,OTHER,0.68,6.00
4281,OTHER,0.68,6.00
4282,OTHER,0.65,6.00
4283,OTHER,1.02,6.00
4284,OTHER,0.65,6.00
4285,OTHER,1.23,6.00
4286,OTHER,1.24,6.00
4287,OTHER,1.02,6.00
4288,OTHER,1.02,10.00
4289,OTHER,1.32,10.00
4290,OTHER,0.81,10.00
4291,OTHER,1.34,10.00
4292,OTHER,1.98,10.00
4293,OTHER,0.74,10.00
4294,OTHER,0.45,10.00
4295,OTHER,0.62,10.00
4296,OTHER,0.54,10.00
4297,OTHER,1.02,6.00
4298,OTHER,1.02,6.00
4299,OTHER,1.84,6.00
4300,OTHER,0.92,6.00
4301,OTHER,1.24,6.00
4302,OTHER,0.95,6.00
4303,OTHER,0.72,6.00
