,Tree Name,Girth (m),Height (m)
2557,NEEM,1.64,10.00
2558,NEEM,0.68,10.00
2559,NEEM,0.52,10.00
2560,NEEM,0.62,10.00
2561,NEEM,1.34,10.00
2562,NEEM,1.18,10.00
2563,NEEM,1.24,10.00
2564,NEEM,0.84,10.00
2565,NEEM,1.12,10.00
2566,NEEM,0.82,10.00
2567,NEEM,0.64,10.00
2568,NEEM,0.42,10.00
2569,NEEM,0.92,10.00
2570,NEEM,0.56,5.00
2571,NEEM,0.62,7.50
2572,NEEM,0.57,5.50
2573,NEEM,0.90,9.00
2574,NEEM,0.85,8.00
2575,NEEM,0.94,10.00
2576,NEEM,0.48,10.00
2577,NEEM,0.62,10.00
2578,NEEM,0.42,10.00
2579,NEEM,0.62,10.00
2580,NEEM,0.76,10.00
2581,NEEM,0.42,10.00
2582,NEEM,0.62,10.00
2583,NEEM,0.72,10.00
2584,NEEM,0.62,10.00
2585,NEEM,0.70,10.00
2586,NEEM,0.75,10.00
2587,NEEM,0.92,10.00
2588,NEEM,0.84,10.00
2589,NEEM,0.48,10.00
2590,NEEM,0.62,10.00
2591,NEEM,0.51,10.00
2592,NEEM,0.43,10.00
2593,NEEM,0.42,10.00
2594,NEEM,0.40,10.00
2595,NEEM,0.41,10.00
2596,NEEM,0.54,10.00
2597,NEEM,0.83,10.00
2598,NEEM,0.98,10.00
2599,NEEM,0.45,10.00
2600,NEEM,0.41,10.00
2601,NEEM,0.72,10.00
2602,NEEM,0.51,10.00
2603,NEEM,0.82,10.00
2604,NEEM,0.81,10.00
2605,NEEM,0.74,10.00
2606,NEEM,0.62,10.00
2607,NEEM,0.80,10.00
2608,NEEM,1.21,10.00
2609,NEEM,2.12,10.00
2610,NEEM,0.82,10.00
2611,NEEM,1.22,10.00
2612,NEEM,0.86,10.00
2613,NEEM,0.92,10.00
2614,NEEM,1.58,10.00
2615,NEEM,0.52,10.00
2616,NEEM,0.42,10.00
2617,NEEM,0.92,10.00
2618,NEEM,1.43,10.00
2619,NEEM,0.65,10.00
2620,NEEM,0.74,10.00
2621,NEEM,1.12,10.00
2622,NEEM,1.98,10.00
2623,NEEM,0.72,10.00
2624,NEEM,0.62,10.00
2625,NEEM,1.34,10.00
2626,NEEM,1.04,10.00
2627,NEEM,0.62,10.00
2628,NEEM,0.42,10.00
2629,NEEM,0.54,10.00
2630,NEEM,2.52,10.00
2631,NEEM,0.44,10.00
2632,NEEM,0.62,10.00
2633,NEEM,2.51,10.00
2634,NEEM,0.82,10.00
2635,NEEM,0.42,10.00
2636,NEEM,0.88,10.00
2637,NEEM,0.62,10.00
2638,NEEM,1.12,10.00
2639,NEEM,0.82,10.00
2640,NEEM,1.12,10.00
2641,NEEM,1.02,10.00
2642,NEEM,0.62,10.00
2643,NEEM,1.04,10.00
2644,NEEM,0.81,10.00
2645,NEEM,0.64,10.00
2646,NEEM,1.24,10.00
2647,NEEM,1.28,10.00
2648,NEEM,0.92,10.00
2649,NEEM,2.89,10.00
2650,NEEM,0.65,10.00
2651,NEEM,0.74,10.00
2652,NEEM,1.12,10.00
2653,NEEM,1.98,10.00
2654,NEEM,0.72,10.00
2655,NEEM,0.62,10.00
2656,NEEM,1.02,10.00
2657,NEEM,0.65,10.00
2658,NEEM,0.62,10.00
2659,NEEM,0.56,10.00
2660,NEEM,0.80,10.00
2661,NEEM,0.82,10.00
2662,NEEM,1.24,10.00
2663,NEEM,1.85,10.00
2664,NEEM,0.82,10.00
2665,NEEM,1.10,10.00
2666,NEEM,0.82,10.00
2667,NEEM,1.12,10.00
2668,NEEM,0.84,10.00
2669,NEEM,0.75,10.00
2670,NEEM,1.20,10.00
2671,NEEM,0.85,10.00
2672,NEEM,0.68,10.00
2673,Neem,0.75,7.00
2674,NEEM,1.04,12.00
2675,NEEM,0.84,10.00
2676,NEEM,0.72,10.00
2677,NEEM,1.42,10.00
2678,NEEM,0.85,10.00
2679,NEEM,1.20,10.00
2680,NEEM,0.89,10.00
2681,NEEM,1.28,10.00
2682,NEEM,0.82,10.00
2683,NEEM,1.12,10.00
2684,NEEM,1.58,10.00
2685,NEEM,0.84,10.00
2686,NEEM,1.25,10.00
2687,NEEM,2.12,10.00
2688,NEEM,0.84,10.00
2689,NEEM,0.88,10.00
2690,NEEM,0.94,10.00
2691,NEEM,0.82,10.00
2692,NEEM,1.89,10.00
2693,NEEM,0.64,10.00
2694,NEEM,0.88,10.00
2695,NEEM,1.42,10.00
2696,NEEM,0.82,10.00
2697,NEEM,0.84,10.00
2698,NEEM,0.85,10.00
2699,NEEM,0.96,10.00
2700,NEEM,0.84,10.00
2701,NEEM,0.92,10.00
2702,NEEM,2.34,10.00
2703,NEEM,1.24,10.00
2704,NEEM,0.69,10.00
2705,NEEM,0.64,10.00
2706,NEEM,0.81,10.00
2707,NEEM,0.92,10.00
2708,NEEM,0.82,10.00
2709,NEEM,1.12,10.00
2710,NEEM,0.46,10.00
2711,NEEM,0.89,10.00
2712,NEEM,0.89,10.00
2713,NEEM,0.78,10.00
2714,NEEM,0.78,10.00
2715,NEEM,0.86,10.00
2716,NEEM,0.84,10.00
2717,NEEM,0.84,10.00
2718,NEEM,0.85,10.00
2719,NEEM,0.84,10.00
2720,NEEM,0.92,10.00
2721,NEEM,1.24,10.00
2722,NEEM,0.72,10.00
2723,NEEM,0.85,10.00
2724,NEEM,0.84,10.00
2725,NEEM,0.50,10.00
2726,NEEM,0.84,10.00
2727,NEEM,1.48,12.00
2728,NEEM,0.98,10.00
2729,NEEM,2.78,10.00
2730,NEEM,1.64,10.00
2731,NEEM,0.86,10.00
2732,NEEM,0.62,10.00
2733,NEEM,2.08,10.00
2734,NEEM,1.34,10.00
2735,NEEM,0.62,10.00
2736,NEEM,1.12,10.00
2737,NEEM,1.54,10.00
2738,NEEM,2.13,10.00
2739,NEEM,0.96,10.00
2740,NEEM,1.02,10.00
2741,NEEM,1.52,10.00
2742,NEEM,1.44,10.00
2743,NEEM,1.45,10.00
2744,NEEM,0.50,10.00
2745,NEEM,0.80,10.00
2746,NEEM,1.24,10.00
2747,NEEM,1.34,10.00
2748,NEEM,0.76,10.00
2749,NEEM,2.13,10.00
2750,NEEM,0.81,10.00
2751,NEEM,0.92,10.00
2752,NEEM,1.44,10.00
2753,NEEM,0.76,10.00
2754,NEEM,0.62,10.00
2755,NEEM,1.56,10.00
2756,NEEM,1.12,10.00
2757,NEEM,1.54,10.00
2758,NEEM,0.92,10.00
2759,NEEM,1.14,10.00
2760,NEEM,0.81,10.00
2761,NEEM,0.96,10.00
2762,NEEM,1.02,10.00
2763,NEEM,1.45,10.00
2764,NEEM,1.34,10.00
2765,NEEM,0.76,10.00
2766,NEEM,0.62,10.00
2767,NEEM,1.56,10.00
2768,NEEM,1.12,10.00
2769,NEEM,0.81,10.00
2770,NEEM,0.92,10.00
2771,NEEM,1.14,10.00
2772,NEEM,0.81,10.00
2773,NEEM,0.96,10.00
2774,NEEM,1.52,10.00
2775,NEEM,1.44,10.00
2776,NEEM,1.45,10.00
2777,NEEM,1.34,10.00
2778,NEEM,0.76,10.00
2779,NEEM,2.13,10.00
2780,NEEM,1.44,10.00
2781,NEEM,1.24,10.00
2782,NEEM,1.34,10.00
2783,NEEM,0.76,10.00
2784,NEEM,0.62,10.00
2785,NEEM,1.56,10.00
2786,NEEM,1.12,10.00
2787,NEEM,1.54,10.00
2788,NEEM,2.13,10.00
2789,NEEM,0.81,10.00
2790,NEEM,0.92,10.00
2791,NEEM,1.14,10.00
2792,NEEM,0.81,10.00
2793,NEEM,1.12,10.00
2794,NEEM,1.54,10.00
2795,NEEM,0.92,10.00
2796,NEEM,1.14,10.00
2797,NEEM,0.96,10.00
2798,NEEM,1.02,10.00
2799,NEEM,1.52,10.00
2800,NEEM,1.44,10.00
2801,NEEM,1.45,10.00
2802,NEEM,0.50,10.00
2803,NEEM,0.80,10.00
2804,NEEM,1.02,10.00
2805,NEEM,1.44,10.00
2806,NEEM,1.45,10.00
2807,NEEM,0.50,10.00
2808,NEEM,1.24,10.00
2809,NEEM,0.76,10.00
2810,NEEM,0.62,10.00
2811,NEEM,1.56,10.00
2812,NEEM,2.13,10.00
2813,NEEM,0.92,10.00
2814,NEEM,1.14,10.00
2815,NEEM,1.34,10.00
2816,NEEM,0.76,10.00
2817,NEEM,0.62,10.00
2818,NEEM,1.12,10.00
2819,NEEM,0.81,10.00
2820,NEEM,0.92,10.00
2821,NEEM,1.54,10.00
2822,NEEM,2.13,10.00
2823,NEEM,0.81,10.00
2824,NEEM,0.92,10.00
2825,NEEM,1.02,10.00
2826,NEEM,1.44,10.00
2827,NEEM,1.45,10.00
2828,NEEM,0.50,10.00
2829,NEEM,0.80,10.00
2830,NEEM,0.82,10.00
2831,NEEM,0.69,8.00
2832,NEEM,0.64,8.00
2833,NEEM,1.12,8.00
2834,NEEM,1.24,8.00
2835,NEEM,0.52,8.00
2836,NEEM,1.01,8.00
2837,NEEM,0.86,8.00
2838,NEEM,0.86,8.00
2839,NEEM,0.69,8.00
2840,NEEM,0.64,8.00
2841,NEEM,0.81,8.00
2842,NEEM,0.82,8.00
2843,NEEM,1.12,8.00
2844,NEEM,0.46,8.00
2845,NEEM,0.86,8.00
2846,NEEM,0.89,8.00
2847,NEEM,0.89,8.00
2848,NEEM,0.78,8.00
2849,NEEM,0.69,8.00
2850,NEEM,0.82,8.00
2851,NEEM,1.12,8.00
2852,NEEM,0.86,8.00
2853,NEEM,0.78,8.00
2854,NEEM,1.98,7.00
2855,NEEM,1.48,10.00
2856,NEEM,0.98,10.00
2857,NEEM,2.78,10.00
2858,NEEM,2.44,10.00
2859,NEEM,2.08,10.00
2860,NEEM,0.76,10.00
2861,NEEM,0.62,10.00
2862,NEEM,1.56,10.00
2863,NEEM,1.12,10.00
2864,NEEM,1.14,10.00
2865,NEEM,0.81,10.00
2866,NEEM,0.96,10.00
2867,NEEM,1.02,10.00
2868,NEEM,1.52,10.00
2869,NEEM,0.50,10.00
2870,NEEM,0.80,10.00
2871,NEEM,1.24,10.00
2872,NEEM,1.56,10.00
2873,NEEM,1.12,10.00
2874,NEEM,1.54,10.00
2875,NEEM,2.13,10.00
2876,NEEM,0.81,10.00
2877,NEEM,0.92,10.00
2878,NEEM,1.14,10.00
2879,NEEM,0.81,10.00
2880,NEEM,1.52,10.00
2881,NEEM,1.44,10.00
2882,NEEM,1.45,10.00
2883,NEEM,0.62,10.00
2884,NEEM,1.56,10.00
2885,NEEM,1.12,10.00
2886,NEEM,1.54,10.00
2887,NEEM,2.13,10.00
2888,NEEM,0.81,10.00
2889,NEEM,0.92,10.00
2890,NEEM,1.14,10.00
2891,NEEM,0.81,10.00
2892,NEEM,0.96,10.00
2893,NEEM,1.02,10.00
2894,NEEM,1.52,10.00
2895,NEEM,1.44,10.00
2896,NEEM,1.45,10.00
2897,NEEM,1.34,10.00
2898,NEEM,1.54,10.00
2899,NEEM,2.13,10.00
2900,NEEM,0.81,10.00
2901,NEEM,0.92,10.00
2902,NEEM,1.14,10.00
2903,NEEM,0.81,10.00
2904,NEEM,0.96,10.00
2905,NEEM,1.02,10.00
2906,NEEM,1.44,10.00
2907,NEEM,1.45,10.00
2908,NEEM,1.34,10.00
2909,NEEM,0.76,10.00
2910,NEEM,1.48,10.00
2911,NEEM,1.34,10.00
2912,NEEM,0.76,10.00
2913,NEEM,0.62,10.00
2914,NEEM,1.56,10.00
2915,NEEM,1.12,10.00
2916,NEEM,0.81,10.00
2917,NEEM,0.92,10.00
2918,NEEM,1.14,10.00
2919,NEEM,0.81,10.00
2920,NEEM,0.96,10.00
2921,NEEM,1.52,10.00
2922,NEEM,1.44,10.00
2923,NEEM,1.45,10.00
2924,NEEM,0.50,10.00
2925,NEEM,0.80,10.00
2926,NEEM,1.24,10.00
2927,NEEM,1.34,10.00
2928,NEEM,0.76,10.00
2929,NEEM,1.12,10.00
2930,NEEM,1.54,10.00
2931,NEEM,2.13,10.00
2932,NEEM,0.81,10.00
2933,NEEM,0.92,10.00
2934,NEEM,1.14,10.00
2935,NEEM,1.52,10.00
2936,NEEM,1.34,10.00
2937,NEEM,0.76,10.00
2938,NEEM,0.62,10.00
2939,NEEM,1.56,10.00
2940,NEEM,1.54,10.00
2941,NEEM,2.13,10.00
2942,NEEM,0.81,10.00
2943,NEEM,1.14,10.00
2944,NEEM,0.81,10.00
2945,NEEM,0.96,10.00
2946,NEEM,1.02,10.00
2947,NEEM,1.52,10.00
2948,NEEM,1.44,10.00
2949,NEEM,1.45,10.00
2950,NEEM,0.62,10.00
2951,NEEM,2.13,10.00
2952,NEEM,1.14,10.00
2953,NEEM,0.81,10.00
2954,NEEM,0.96,10.00
2955,NEEM,1.02,10.00
2956,NEEM,1.52,10.00
2957,NEEM,1.45,10.00
2958,NEEM,1.34,10.00
2959,NEEM,0.76,10.00
2960,NEEM,0.62,10.00
2961,NEEM,1.56,10.00
2962,NEEM,1.12,10.00
2963,NEEM,1.98,10.00
2964,NEEM,1.48,10.00
2965,NEEM,0.98,10.00
2966,NEEM,2.78,10.00
2967,NEEM,0.78,10.00
2968,NEEM,1.24,10.00
2969,NEEM,0.86,10.00
2970,NEEM,0.62,10.00
2971,NEEM,2.08,10.00
2972,NEEM,1.34,10.00
2973,NEEM,0.76,10.00
2974,NEEM,0.62,10.00
2975,NEEM,1.56,10.00
2976,NEEM,1.12,10.00
2977,NEEM,1.54,10.00
2978,NEEM,2.13,10.00
2979,NEEM,0.81,10.00
2980,NEEM,0.92,10.00
2981,NEEM,1.14,10.00
2982,NEEM,0.81,10.00
2983,NEEM,0.96,10.00
2984,NEEM,1.02,10.00
2985,NEEM,1.52,10.00
2986,NEEM,1.44,10.00
2987,NEEM,1.45,10.00
2988,NEEM,0.50,10.00
2989,NEEM,0.76,10.00
2990,NEEM,0.62,10.00
2991,NEEM,1.56,10.00
2992,NEEM,1.12,10.00
2993,NEEM,1.54,10.00
2994,NEEM,2.13,10.00
2995,NEEM,0.81,10.00
2996,NEEM,0.92,10.00
2997,NEEM,1.14,10.00
2998,NEEM,0.81,10.00
2999,NEEM,0.96,10.00
3000,NEEM,1.44,10.00
3001,NEEM,1.45,10.00
3002,NEEM,1.34,10.00
3003,NEEM,0.76,10.00
3004,NEEM,0.62,10.00
3005,NEEM,1.54,10.00
3006,NEEM,2.13,10.00
3007,NEEM,0.81,10.00
3008,NEEM,0.92,10.00
3009,NEEM,1.14,10.00
3010,NEEM,0.81,10.00
3011,NEEM,0.96,10.00
3012,NEEM,1.52,10.00
3013,NEEM,1.45,10.00
3014,NEEM,1.34,10.00
3015,NEEM,0.76,10.00
3016,NEEM,0.62,10.00
3017,NEEM,1.56,10.00
3018,NEEM,1.12,10.00
3019,NEEM,1.54,10.00
3020,NEEM,2.13,10.00
3021,NEEM,0.81,10.00
3022,NEEM,0.92,10.00
3023,NEEM,1.14,10.00
3024,NEEM,0.81,10.00
3025,NEEM,0.96,10.00
3026,NEEM,1.02,10.00
3027,NEEM,1.52,10.00
3028,NEEM,1.44,10.00
3029,NEEM,1.45,10.00
3030,NEEM,0.62,10.00
3031,NEEM,1.56,10.00
3032,NEEM,1.12,10.00
3033,NEEM,1.98,10.00
3034,NEEM,1.48,10.00
3035,NEEM,0.98,10.00
3036,NEEM,0.78,10.00
3037,NEEM,1.64,10.00
3038,NEEM,1.24,10.00
3039,NEEM,0.86,10.00
3040,NEEM,0.62,10.00
3041,NEEM,2.44,10.00
3042,NEEM,1.34,10.00
3043,NEEM,0.76,10.00
3044,NEEM,0.62,10.00
3045,NEEM,1.56,10.00
3046,NEEM,0.81,10.00
3047,NEEM,0.96,10.00
3048,NEEM,1.02,10.00
3049,NEEM,1.52,10.00
3050,NEEM,1.44,10.00
3051,NEEM,1.45,10.00
3052,NEEM,0.76,6.00
3053,NEEM,0.62,10.00
3054,NEEM,1.56,10.00
3055,NEEM,1.12,10.00
3056,NEEM,1.98,10.00
3057,NEEM,1.48,10.00
3058,NEEM,0.98,10.00
3059,NEEM,1.24,10.00
3060,NEEM,0.86,10.00
3061,NEEM,0.62,10.00
3062,NEEM,2.44,10.00
3063,NEEM,2.08,6.00
3064,NEEM,1.34,10.00
3065,NEEM,0.76,10.00
3066,NEEM,0.62,10.00
3067,NEEM,0.81,10.00
3068,NEEM,0.96,10.00
3069,NEEM,1.02,10.00
3070,NEEM,1.52,10.00
3071,NEEM,1.44,10.00
3072,NEEM,1.45,10.00
3073,NEEM,1.34,6.00
3074,NEEM,1.56,10.00
3075,NEEM,1.12,10.00
3076,NEEM,1.98,10.00
3077,NEEM,1.48,10.00
3078,NEEM,0.98,10.00
3079,NEEM,2.78,6.00
3080,NEEM,0.78,10.00
3081,NEEM,1.64,10.00
3082,NEEM,1.24,10.00
3083,NEEM,0.86,10.00
3084,NEEM,0.62,10.00
3085,NEEM,2.44,10.00
3086,NEEM,2.08,6.00
3087,NEEM,1.34,10.00
3088,NEEM,0.76,10.00
3089,NEEM,0.62,10.00
3090,NEEM,0.81,10.00
3091,NEEM,0.96,10.00
3092,NEEM,1.02,10.00
3093,NEEM,1.52,10.00
3094,NEEM,1.44,10.00
3095,NEEM,1.12,10.00
3096,NEEM,1.98,10.00
3097,NEEM,1.48,10.00
3098,NEEM,0.98,10.00
3099,NEEM,2.78,6.00
3100,NEEM,0.78,10.00
3101,NEEM,1.64,10.00
3102,NEEM,1.24,10.00
3103,NEEM,0.86,10.00
3104,NEEM,0.62,10.00
3105,NEEM,2.44,10.00
3106,NEEM,2.08,6.00
3107,NEEM,1.34,10.00
3108,NEEM,0.76,10.00
3109,NEEM,0.62,10.00
3110,NEEM,0.81,10.00
3111,NEEM,0.96,10.00
3112,NEEM,1.02,10.00
3113,NEEM,1.52,10.00
3114,NEEM,1.44,10.00
3115,NEEM,1.45,10.00
3116,NEEM,1.34,6.00
3117,NEEM,0.76,6.00
3118,NEEM,0.62,10.00
3119,NEEM,1.56,10.00
3120,NEEM,1.12,10.00
3121,NEEM,1.12,10.00
3122,NEEM,1.52,10.00
3123,NEEM,1.22,10.00
3124,NEEM,1.06,10.00
3125,NEEM,1.02,10.00
3126,NEEM,1.27,10.00
3127,NEEM,0.42,10.00
3128,NEEM,1.24,10.00
3129,NEEM,0.56,10.00
3130,NEEM,1.38,10.00
3131,NEEM,0.98,10.00
3132,NEEM,1.54,10.00
3133,NEEM,0.98,10.00
3134,NEEM,1.89,10.00
3135,NEEM,1.85,10.00
3136,NEEM,0.84,6.00
3137,NEEM,2.46,10.00
3138,NEEM,0.42,4.00
3139,NEEM,0.92,4.00
3140,NEEM,1.52,5.00
3141,NEEM,0.92,8.00
3142,NEEM,1.28,10.00
3143,NEEM,1.32,10.00
3144,NEEM,1.38,10.00
3145,NEEM,1.45,10.00
3146,NEEM,1.02,10.00
3147,NEEM,1.24,10.00
3148,NEEM,0.32,6.00
3149,NEEM,0.82,6.00
3150,NEEM,1.23,8.00
3151,NEEM,1.12,8.00
3152,NEEM,0.58,8.00
3153,NEEM,1.24,8.00
3154,NEEM,1.98,10.00
3155,NEEM,1.21,12.00
3156,NEEM,2.62,12.00
3157,NEEM,2.42,12.00
3158,NEEM,1.28,10.00
3159,NEEM,0.82,6.00
3160,NEEM,3.42,15.00
3161,NEEM,0.82,6.00
3162,NEEM,1.24,10.00
3163,NEEM,1.05,10.00
3164,NEEM,0.72,6.00
3165,NEEM,0.82,6.00
3166,NEEM,0.94,6.00
3167,NEEM,1.98,10.00
3168,NEEM,1.24,10.00
3169,NEEM,0.86,8.00
3170,NEEM,0.82,6.00
3171,NEEM,1.34,10.00
3172,NEEM,1.28,10.00
3173,NEEM,1.42,8.00
3174,NEEM,1.85,8.00
3175,NEEM,1.24,8.00
3176,NEEM,1.94,8.00
3177,NEEM,0.84,6.00
3178,NEEM,0.84,6.00
3179,NEEM,1.42,10.00
3180,NEEM,0.92,8.00
3181,NEEM,0.83,8.00
3182,NEEM,1.30,8.00
3183,NEEM,1.58,8.00
3184,NEEM,1.52,8.00
3185,NEEM,1.24,10.00
3186,NEEM,0.84,6.00
3187,NEEM,0.72,6.00
3188,NEEM,1.52,8.00
3189,NEEM,1.32,8.00
3190,NEEM,1.38,10.00
3191,NEEM,0.84,8.00
3192,NEEM,3.04,10.00
3193,NEEM,1.04,6.00
3194,NEEM,1.24,10.00
3195,NEEM,0.86,8.00
3196,NEEM,1.25,8.00
3197,NEEM,0.82,8.00
3198,NEEM,1.24,8.00
3199,NEEM,0.58,6.00
3200,NEEM,0.68,6.00
3201,NEEM,2.88,10.00
3202,NEEM,1.24,10.00
3203,NEEM,0.75,6.00
3204,NEEM,0.98,10.00
3205,NEEM,1.24,10.00
3206,NEEM,1.04,10.00
3207,NEEM,1.24,6.00
3208,NEEM,1.54,10.00
3209,NEEM,0.52,6.00
3210,NEEM,1.59,10.00
3211,NEEM,0.88,6.00
3212,NEEM,1.42,10.00
3213,NEEM,1.28,10.00
3214,NEEM,1.56,10.00
3215,NEEM,1.46,10.00
3216,NEEM,1.12,10.00
3217,NEEM,1.96,10.00
3218,NEEM,1.24,8.00
3219,NEEM,0.98,8.00
3220,NEEM,1.24,8.00
3221,NEEM,1.24,10.00
3222,NEEM,3.04,14.00
3223,NEEM,1.24,10.00
3224,NEEM,0.52,6.00
3225,NEEM,2.54,10.00
3226,NEEM,1.62,10.00
3227,NEEM,3.56,15.00
3228,NEEM,1.52,10.00
3229,NEEM,0.94,10.00
3230,NEEM,1.24,6.00
3231,NEEM,0.82,6.00
3232,NEEM,0.84,6.00
3233,NEEM,0.83,6.00
3234,NEEM,0.81,6.00
3235,NEEM,0.46,6.00
3236,NEEM,1.45,10.00
3237,NEEM,1.48,10.00
3238,NEEM,1.02,10.00
3239,NEEM,1.89,12.00
3240,NEEM,1.44,10.00
3241,NEEM,0.84,6.00
3242,NEEM,2.08,8.00
3243,NEEM,2.58,6.00
3244,NEEM,0.62,5.00
3245,NEEM,0.92,6.00
3246,NEEM,0.72,6.00
3247,NEEM,0.82,8.00
3248,NEEM,0.68,8.00
3249,NEEM,1.24,8.00
3250,NEEM,0.92,8.00
3251,NEEM,0.89,8.00
3252,NEEM,0.92,8.00
3253,NEEM,1.42,15.00
3254,NEEM,1.26,15.00
3255,NEEM,1.24,8.00
3256,NEEM,1.46,8.00
3257,NEEM,1.46,8.00
3258,NEEM,1.02,6.00
3259,NEEM,0.88,6.00
3260,NEEM,0.78,8.00
3261,NEEM,1.96,10.00
3262,NEEM,1.08,10.00
3263,NEEM,1.18,10.00
3264,NEEM,0.88,6.00
3265,NEEM,1.36,10.00
3266,NEEM,2.12,10.00
3267,NEEM,1.04,10.00
3268,NEEM,1.08,6.00
3269,NEEM,0.62,6.00
3270,NEEM,1.24,6.00
3271,NEEM,1.34,6.00
3272,NEEM,1.62,15.00
3273,NEEM,1.82,12.00
3274,NEEM,1.24,12.00
3275,NEEM,1.52,12.00
3276,NEEM,1.48,12.00
3277,NEEM,2.58,12.00
3278,NEEM,0.82,12.00
3279,NEEM,1.82,12.00
3280,NEEM,1.92,12.00
3281,NEEM,0.81,12.00
3282,NEEM,1.92,12.00
3283,NEEM,1.84,12.00
3284,NEEM,0.84,10.00
3285,NEEM,0.94,10.00
3286,NEEM,0.91,10.00
3287,NEEM,1.24,10.00
3288,NEEM,0.83,10.00
3289,NEEM,0.82,10.00
3290,NEEM,0.72,8.00
3291,NEEM,0.62,10.00
3292,NEEM,0.82,10.00
3293,NEEM,0.52,6.00
3294,NEEM,0.50,6.00
3295,NEEM,0.96,10.00
3296,NEEM,0.56,6.00
3297,NEEM,0.65,7.00
3298,NEEM,1.24,10.00
3299,NEEM,1.01,10.00
3300,NEEM,1.80,10.00
3301,NEEM,1.21,10.00
3302,NEEM,2.92,6.00
3303,NEEM,0.89,8.00
3304,NEEM,0.96,8.00
3305,NEEM,0.62,8.00
3306,NEEM,1.42,8.00
3307,NEEM,0.89,8.00
3308,NEEM,1.23,8.00
3309,NEEM,1.02,8.00
3310,NEEM,0.62,8.00
3311,NEEM,1.24,12.00
3312,NEEM,0.74,8.00
3313,NEEM,0.78,8.00
3314,NEEM,0.92,8.00
3315,NEEM,0.88,8.00
3316,NEEM,1.02,8.00
3317,NEEM,0.92,8.00
3318,NEEM,1.04,8.00
3319,NEEM,0.39,5.00
3320,NEEM,0.49,5.00
3321,NEEM,0.46,4.00
3322,NEEM,0.68,7.00
3323,NEEM,0.78,7.00
3324,NEEM,1.03,8.00
3325,NEEM,0.69,8.00
3326,NEEM,0.46,5.00
3327,NEEM,0.48,5.00
3328,NEEM,2.05,15.00
3329,NEEM,0.46,5.00
3330,NEEM,1.05,9.00
3331,NEEM,0.68,6.00
3332,NEEM,0.48,6.00
3333,NEEM,1.23,11.00
3334,NEEM,0.65,5.00
3335,NEEM,0.79,7.00
3336,NEEM,1.56,12.00
3337,NEEM,0.63,5.00
3338,NEEM,1.02,13.00
3339,NEEM,1.06,12.00
3340,NEEM,0.68,6.00
3341,NEEM,1.03,9.00
3342,NEEM,0.43,5.00
3343,NEEM,1.08,10.00
3344,NEEM,0.93,8.00
3345,NEEM,0.68,7.00
3346,NEEM,0.78,7.00
3347,NEEM,0.68,6.00
3348,NEEM,0.91,8.00
3349,NEEM,0.98,8.00
3350,NEEM,0.92,8.00
3351,NEEM,1.02,9.00
3352,NEEM,1.01,9.00
3353,NEEM,0.45,6.00
3354,NEEM,0.45,6.00
3355,NEEM,0.42,6.00
3356,NEEM,0.46,5.00
3357,NEEM,0.46,5.00
3358,NEEM,0.45,5.00
3359,NEEM,0.43,5.00
3360,NEEM,0.45,5.00
3361,NEEM,0.35,5.00
3362,NEEM,0.75,6.00
3363,NEEM,0.46,5.00
3364,NEEM,0.36,5.00
3365,NEEM,0.35,5.00
3366,NEEM,0.64,5.00
3367,NEEM,0.36,5.00
3368,NEEM,0.45,5.00
3369,NEEM,0.46,5.00
3370,NEEM,0.65,6.00
3371,NEEM,0.45,5.00
3372,NEEM,0.47,5.00
3373,NEEM,0.75,4.00
3374,NEEM,0.36,5.00
3375,NEEM,0.37,5.00
3376,NEEM,0.45,5.00
3377,NEEM,0.46,5.00
3378,NEEM,1.03,8.00
3379,NEEM,0.45,6.00
3380,NEEM,2.01,12.00
3381,NEEM,0.46,6.00
3382,NEEM,0.65,6.00
3383,NEEM,1.03,10.00
3384,NEEM,2.03,12.00
3385,NEEM,1.05,10.00
3386,NEEM,1.03,10.00
3387,NEEM,0.65,8.00
3388,NEEM,1.03,6.00
3389,NEEM,0.65,6.00
3390,NEEM,0.75,6.00
3391,NEEM,0.65,7.00
3392,NEEM,0.76,7.00
3393,NEEM,0.75,6.00
3394,NEEM,0.40,5.00
3395,NEEM,0.38,5.00
3396,NEEM,0.36,5.00
3397,NEEM,0.30,5.00
3398,NEEM,0.40,6.00
3399,NEEM,0.43,6.00
3400,NEEM,0.38,6.00
3401,NEEM,0.65,6.00
3402,NEEM,0.65,6.00
3403,NEEM,1.02,8.00
3404,NEEM,2.03,8.00
3405,NEEM,1.04,8.00
3406,NEEM,1.01,8.00
3407,NEEM,1.03,8.00
3408,NEEM,0.56,6.00
3409,NEEM,1.50,8.00
3410,NEEM,1.03,10.00
3411,NEEM,1.02,12.00
3412,NEEM,2.50,12.00
3413,NEEM,2.01,12.00
3414,NEEM,0.67,8.00
3415,NEEM,0.65,8.00
3416,NEEM,0.65,8.00
3417,NEEM,0.67,8.00
3418,NEEM,1.02,8.00
3419,NEEM,0.65,8.00
3420,NEEM,0.67,8.00
3421,NEEM,0.65,8.00
3422,NEEM,0.45,8.00
3423,NEEM,0.46,8.00
3424,NEEM,0.65,8.00
3425,NEEM,1.03,8.00
3426,NEEM,1.05,8.00
3427,NEEM,0.45,8.00
3428,NEEM,0.65,8.00
3429,NEEM,0.75,8.00
